processed_text,score,sentiment
removing title to not watch may sound simple but for netflix it more complicated than it sound idk why but i need to remove 2 other title for me to remove the one i want to remove,1,neutral
description of film are atrocious,2,neutral
i want mor movie that you can search up for it do not do that at all,2,positivo
customer service is poor no empathy at all worst,1,enojado
welcome back my friend sckkrtt,5,contento
just go to amazon prime this trash cant remember your account information just your debitcredit card info,1,positivo
wwe is not for me but charging me for it remove content without advisement game are pointless,1,neutral
app crash i cant use it anymore money thrown out the window,1,negativo
make me feel better during the time so it soo good,5,contento
i have had to unload it and reload it twice in the past month because i get all k8nds of error and you are not part of the household when i am the owner of the account with no new device,1,insatisfecho
thanks you,1,positivo
i love the quality of their movie,5,contento
it is a good app but why are u guy taking off the good show like example mr queen or julie and the phantom i wa so excited to see the next part until it say that the show is cancelled like why tho,3,contento
it never wa used on this device,2,neutral
some of the older movie freeze this is very disappointing can they not be remastered,5,insatisfecho
best in movie,5,contento
it great and i saw new movie,5,contento
most likely,5,neutral
it doesnt work well on the mobile phone,1,negativo
warning they wont make this clear but if you want to cast to a tv you need a standard account not add supported work fine if the apps installed on your tv yes they charge you more than double to use your own hardware they way you always have,1,contento
because sonic is on it,5,neutral
crashing on phone since last update,1,neutral
i downloaded netflix on my phone and signed in but when i tried to watch any movie the screen wa completely black and i couldnt see anything on it i could only hear the movie playing but not see it i wouldnt recommend this app to any other phone user,1,negativo
the app doe not connect to the internet so it useless,1,negativo
a very convincing app for entertainment i love it,5,contento
destinyortivez,5,neutral
calling all the monster mccain,5,neutral
very disappointing netflix,2,insatisfecho
